Image1,Image2,Image3,Image4,AudioFile,TargetLocation,Label,Group,AdjTime,NounTime,NPTime,AudioDur
dolphin.png,watch.png,alligator.png,ballerina.png,dolphin.mp3,1,filler,B,,1016,1016,1771
soup.png,glue.png,cage.png,vacuum.png,glue.mp3,2,filler,B,,1048,1048,1573
icecubetray.png,boot.png,scarf.png,dinosaur.png,scarf.mp3,3,filler,B,,912,912,1632
horn.png,lungs.png,panther.png,peanut.png,peanut.mp3,4,filler,B,,1023,1023,1742
gorilla.png,ladle.png,crutches.png,peach.png,gorilla.mp3,1,filler,B,,973,973,1535
ostrich.png,fridge.png,top.png,stickynote.png,fridge.mp3,2,filler,B,,958,958,1692
basket.png,martini.png,nailpolish.png,button.png,button.mp3,3,filler,B,,1072,1072,1598
basket.png,martini.png,nailpolish.png,butterfly.png,butterfly.mp3,4,filler,B,,1064,1064,1772
wreath.png,monkey.png,salt.png,bridge.png,wreath.mp3,1,filler,B,,1004,1004,1611
thimble.png,robot.png,steak.png,nailclipper.png,robot.mp3,2,filler,B,,1112,1112,1890
pliers.png,oreo.png,envelope.png,fries.png,envelope.mp3,3,filler,B,,1012,1012,1808
foot.png,zipper.png,racket.png,paperclip.png,paperclip.mp3,4,filler,B,,1014,1014,1952
parachute.png,streetlight.png,thumb.png,marker.png,parachute.mp3,1,filler,B,,1036,1036,2022
swimsuit.png,tiger.png,trampoline.png,cleaver.png,tiger.mp3,2,filler,B,,1038,1038,1679
slingshot.png,chopsticks.png,lizard.png,leg.png,lizard.mp3,3,filler,B,,934,934,1478
birdhouse.png,worm.png,swing.png,drill.png,drill.mp3,4,filler,B,,920,920,1348
skunk.png,beaker.png,binderclip.png,tape.png,skunk.mp3,1,filler,B,,822,822,1432
snail.png,coffin.png,gum.png,lettuce.png,coffin.mp3,2,filler,B,,977,977,1716
witch.png,turkey.png,pyramid.png,cheese.png,pyramid.mp3,3,filler,B,,1006,1006,1724
fly.png,palmtree.png,recordplayer.png,donut.png,donut.mp3,4,filler,B,,1120,1120,1780
skeleton.png,dishsoap.png,tack.png,recyclingbin.png,skeleton.mp3,1,filler,B,,914,914,1779
bouncehouse.png,taxi.png,waterfall.png,dentures.png,taxi.mp3,2,filler,B,,1088,1088,1809
camel.png,stamp.png,syringe.png,limo.png,syringe.mp3,3,filler,B,,965,965,1878
peanutbutter.png,whale.png,sunscreen.png,hospital.png,hospital.mp3,4,filler,B,,870,870,1689
bathtub.png,raspberry.png,pill.png,elf.png,bathtub.mp3,1,filler,B,,975,975,1762
island.png,rose.png,oven.png,porcupine.png,rose.mp3,2,filler,B,,970,970,1793
jelly.png,banjo.png,telescope.png,panda.png,telescope.mp3,3,filler,B,,1020,1020,2037
stopsign.png,quilt.png,donkey.png,slinky.png,slinky.mp3,4,filler,B,,874,874,1717
fire.png,checkbook.png,koala.png,scrunchie.png,fire.mp3,1,filler,B,,921,921,1579
spring.png,hoodie.png,kangaroo.png,tray.png,hoodie.mp3,2,filler,B,,830,830,1298
puzzle.png,towel.png,vendingmachine.png,stretcher.png,vendingmachine.mp3,3,filler,B,,998,998,2040
waffles.png,cigar.png,diaper.png,parrot.png,parrot.mp3,4,filler,B,,1063,1063,1755
cooler.png,ducttape.png,bat.png,beret.png,cooler.mp3,1,filler,B,,1093,1093,1672
wolf.png,blender.png,earbuds.png,crane.png,blender.mp3,2,filler,B,,1064,1064,1723
beet.png,indexcards.png,crib.png,paint.png,crib.mp3,3,filler,B,,1037,1037,1664
crepe.png,scale.png,cheetah.png,pajamas.png,pajamas.mp3,4,filler,B,,997,997,1885
croissant.png,underwear.png,traintracks.png,passport.png,croissant.mp3,1,practice,B,,957,957,1787
protractor.png,floss.png,nachos.png,snorkel.png,floss.mp3,2,practice,B,,903,903,1715
tractor.png,walker.png,compass.png,pawprint.png,compass.mp3,3,practice,B,,1036,1036,1840
tulip.png,raccoon.png,gps.png,church.png,church.mp3,4,practice,B,,1042,1042,1797
starfish.png,car.png,sponge.png,coffeebean.png,starfish.mp3,1,practice,B,,938,938,1994
sheep.png,chalkboard.png,puddle.png,cane.png,chalkboard.mp3,2,practice,B,,990,990,1888
pizzacutter.png,chapstick.png,snowcone.png,hippo.png,snowcone.mp3,3,practice,B,,867,867,1779
tweezers.png,canteloupe.png,frisbee.png,pokerchips.png,pokerchips.mp3,4,practice,B,,978,978,1952
asparagus.png,gasoline.png,crown.png,honey.png,asparagus.mp3,1,practice,B,,1012,1012,2218
milkshake.png,tent.png,belt.png,stethoscope.png,tent.mp3,2,practice,B,,1112,1112,1665
